EntrezID	GeneSymbol	Synonyms	GeneName	Chromosome
2245	3790	KCNS3	KV9.3	potassium voltage-gated channel, delayed-rectifier, subfamily S, member 3	chr2
2246	3791	KDR	CD309|FLK1|VEGFR|VEGFR2	kinase insert domain receptor (a type III receptor tyrosine kinase)	chr4
2247	3792	KEL	CD238|ECE3	Kell blood group, metallo-endopeptidase	chr7
2248	3795	KHK	-	ketohexokinase (fructokinase)	chr2
2249	3796	KIF2A	HK2|KIF2	kinesin heavy chain member 2A	chr5
2250	3797	KIF3C	-	kinesin family member 3C	chr2
2251	3798	KIF5A	D12S1889|MY050|NKHC|SPG10	kinesin family member 5A	chr12
2252	3799	KIF5B	KINH|KNS|KNS1|UKHC	kinesin family member 5B	chr10
2253	3800	KIF5C	KINN|NKHC|NKHC-2|NKHC2	kinesin family member 5C	chr2
2254	3801	KIFC3	-	kinesin family member C3	chr16
2255	3805	KIR2DL4	CD158D|G9P|KIR103|KIR103AS	killer cell immunoglobulin-like receptor, two domains, long cytoplasmic tail, 4	chr19
2256	3811	KIR3DL1	CD158E1|KIR|KIR3DL1/S1|NKAT3|NKB1|NKB1B	killer cell immunoglobulin-like receptor, three domains, long cytoplasmic tail, 1	chr19
2257	3814	KISS1	HH13|KiSS-1	KiSS-1 metastasis-suppressor	chr1
2258	3815	KIT	C-Kit|CD117|PBT|SCFR	v-kit Hardy-Zuckerman 4 feline sarcoma viral oncogene homolog	chr4
2259	3816	KLK1	KLKR|Klk6|hK1	kallikrein 1	chr19
2260	3817	KLK2	KLK2A2|hGK-1|hK2	kallikrein-related peptidase 2	chr19
2261	3818	KLKB1	KLK3|PPK	kallikrein B, plasma (Fletcher factor) 1	chr4
2262	3820	KLRB1	CD161|CLEC5B|NKR|NKR-P1|NKR-P1A|NKRP1A|hNKR-P1A	killer cell lectin-like receptor subfamily B, member 1	chr12
2263	3823	KLRC3	NKG2-E|NKG2E	killer cell lectin-like receptor subfamily C, member 3	chr12
2264	3824	KLRD1	CD94	killer cell lectin-like receptor subfamily D, member 1	chr12
2265	3827	KNG1	BDK|BK|KNG	kininogen 1	chr3
2266	3831	KLC1	KLC|KNS2|KNS2A	kinesin light chain 1	chr14
2267	3832	KIF11	EG5|HKSP|KNSL1|MCLMR|TRIP5	kinesin family member 11	chr10
2268	3833	KIFC1	HSET|KNSL2	kinesin family member C1	chr6
2269	3835	KIF22	A-328A3.2|KID|KNSL4|OBP|OBP-1|OBP-2|SEMDJL2	kinesin family member 22	chr16
2270	3836	KPNA1	IPOA5|NPI-1|RCH2|SRP1	karyopherin alpha 1 (importin alpha 5)	chr3
2271	3837	KPNB1	IMB1|IPO1|IPOB|Impnb|NTF97	karyopherin (importin) beta 1	chr17
2272	3839	KPNA3	IPOA4|SRP1|SRP1gamma|SRP4|hSRP1	karyopherin alpha 3 (importin alpha 4)	chr13
2273	3840	KPNA4	IPOA3|QIP1|SRP3	karyopherin alpha 4 (importin alpha 3)	chr3
2274	3841	KPNA5	IPOA6|SRP6	karyopherin alpha 5 (importin alpha 6)	chr6
2275	3842	TNPO1	IPO2|KPNB2|MIP|MIP1|TRN	transportin 1	chr5
2276	3845	KRAS	C-K-RAS|CFC2|K-RAS2A|K-RAS2B|K-RAS4A|K-RAS4B|KI-RAS|KRAS1|KRAS2|NS|NS3|RASK2	Kirsten rat sarcoma viral oncogene homolog	chr12
2277	3846	KRTAP5-9	KRN1|KRTAP5-1|KRTAP5.9	keratin associated protein 5-9	chr11
2278	3848	KRT1	CK1|EHK|EHK1|EPPK|K1|KRT1A|NEPPK	keratin 1	chr12
2279	3849	KRT2	CK-2e|K2e|KRT2A|KRT2E|KRTE	keratin 2	chr12
2280	3850	KRT3	CK3|K3	keratin 3	chr12
2281	3851	KRT4	CK-4|CK4|CYK4|K4	keratin 4	chr12
2282	3852	KRT5	CK5|DDD|DDD1|EBS2|K5|KRT5A	keratin 5	chr12
2283	3853	KRT6A	CK6A|CK6C|CK6D|K6A|K6C|K6D|KRT6C|KRT6D	keratin 6A	chr12
2284	3854	KRT6B	CK-6B|CK6B|K6B|KRTL1|PC2	keratin 6B	chr12
2285	3855	KRT7	CK7|K2C7|K7|SCL	keratin 7	chr12
2286	3856	KRT8	CARD2|CK-8|CK8|CYK8|K2C8|K8|KO	keratin 8	chr12
2287	3859	KRT12	K12	keratin 12	chr17
2288	3860	KRT13	CK13|K13	keratin 13	chr17
2289	3861	KRT14	CK14|EBS3|EBS4|K14|NFJ	keratin 14	chr17
2290	3866	KRT15	CK15|K15|K1CO	keratin 15	chr17
2291	3868	KRT16	CK16|FNEPPK|K16|K1CP|KRT16A|NEPPK	keratin 16	chr17
2292	3872	KRT17	K17|PC|PC2|PCHC1	keratin 17	chr17
2293	3875	KRT18	CYK18|K18	keratin 18	chr12
2294	3880	KRT19	CK19|K19|K1CS	keratin 19	chr17
2295	3882	KRT32	HA2|HKA2|KRTHA2|hHa2	keratin 32	chr17
2296	3883	KRT33A	HA3I|Ha-3I|K33A|KRTHA3A|Krt1-3|hHa3-I	keratin 33A	chr17
2297	3884	KRT33B	HA3II|Ha-3II|K33B|KRTHA3A|KRTHA3B|hHa3-II	keratin 33B	chr17
2298	3885	KRT34	HA4|Ha-4|KRTHA4|hHa4	keratin 34	chr17
2299	3886	KRT35	HA5|Ha-5|KRTHA5|hHa5	keratin 35	chr17
2300	3887	KRT81	HB1|Hb-1|KRTHB1|MLN137|ghHkb1|hHAKB2-1	keratin 81	chr12
2301	3889	KRT83	HB3|Hb-3|KRTHB3	keratin 83	chr12
2302	3891	KRT85	ECTD4|HB5|Hb-5|KRTHB5|hHb5	keratin 85	chr12
2303	3895	KTN1	CG1|KNT|MU-RMS-40.19	kinectin 1 (kinesin receptor)	chr14
2304	3897	L1CAM	CAML1|CD171|HSAS|HSAS1|MASA|MIC5|N-CAM-L1|N-CAML1|NCAM-L1|S10|SPG1	L1 cell adhesion molecule	chrX
2305	3898	LAD1	LadA	ladinin 1	chr1
2306	3899	AFF3	LAF4|MLLT2-like	AF4/FMR2 family, member 3	chr2
2307	3902	LAG3	CD223	lymphocyte-activation gene 3	chr12
2308	3903	LAIR1	CD305|LAIR-1	leukocyte-associated immunoglobulin-like receptor 1	chr19
2309	3904	LAIR2	CD306	leukocyte-associated immunoglobulin-like receptor 2	chr19
2310	3906	LALBA	-	lactalbumin, alpha-	chr12
2311	3908	LAMA2	LAMM	laminin, alpha 2	chr6
2312	3909	LAMA3	BM600|E170|LAMNA|LOCS|lama3a	laminin, alpha 3	chr18
2313	3910	LAMA4	CMD1JJ|LAMA3|LAMA4*-1	laminin, alpha 4	chr6
2314	3911	LAMA5	-	laminin, alpha 5	chr20
2315	3912	LAMB1	CLM|LIS5	laminin, beta 1	chr7
2316	3913	LAMB2	LAMS|NPHS5	laminin, beta 2 (laminin S)	chr3
2317	3914	LAMB3	BM600-125KDA|LAM5|LAMNB1	laminin, beta 3	chr1
2318	3915	LAMC1	LAMB2	laminin, gamma 1 (formerly LAMB2)	chr1
2319	3916	LAMP1	CD107a|LAMPA|LGP120	lysosomal-associated membrane protein 1	chr13
2320	3918	LAMC2	B2T|BM600|CSF|EBR2|EBR2A|LAMB2T|LAMNB2	laminin, gamma 2	chr1
2321	3920	LAMP2	CD107b|LAMP-2|LAMPB|LGP110	lysosomal-associated membrane protein 2	chrX
2322	3925	STMN1	C1orf215|LAP18|Lag|OP18|PP17|PP19|PR22|SMN	stathmin 1	chr1
2323	3927	LASP1	Lasp-1|MLN50	LIM and SH3 protein 1	chr17
2324	3929	LBP	BPIFD2	lipopolysaccharide binding protein	chr20
2325	3930	LBR	DHCR14B|LMN2R|PHA|TDRD18	lamin B receptor	chr1
2326	3931	LCAT	-	lecithin-cholesterol acyltransferase	chr16
2327	3932	LCK	LSK|YT16|p56lck|pp58lck	lymphocyte-specific protein tyrosine kinase	chr1
2328	3933	LCN1	PMFA|TLC|TP|VEGP	lipocalin 1	chr9
2329	3934	LCN2	24p3|MSFI|NGAL	lipocalin 2	chr9
2330	3936	LCP1	CP64|L-PLASTIN|LC64P|LPL|PLS2	lymphocyte cytosolic protein 1 (L-plastin)	chr13
2331	3937	LCP2	SLP-76|SLP76	lymphocyte cytosolic protein 2 (SH2 domain containing leukocyte protein of 76kDa)	chr5
2332	3938	LCT	LAC|LPH|LPH1	lactase	chr2
2333	3939	LDHA	GSD11|LDH1|LDHM	lactate dehydrogenase A	chr11
2334	3945	LDHB	LDH-B|LDH-H|LDHBD|TRG-5	lactate dehydrogenase B	chr12
2335	3948	LDHC	CT32|LDH3|LDHX	lactate dehydrogenase C	chr11
2336	3949	LDLR	FH|FHC|LDLCQ2	low density lipoprotein receptor	chr19
2337	3950	LECT2	chm-II|chm2	leukocyte cell-derived chemotaxin 2	chr5
2338	3952	LEP	LEPD|OB|OBS	leptin	chr7
2339	3953	LEPR	CD295|LEP-R|LEPRD|OB-R|OBR	leptin receptor	chr1
2340	3954	LETM1	-	leucine zipper-EF-hand containing transmembrane protein 1	chr4
2341	3955	LFNG	SCDO3	LFNG O-fucosylpeptide 3-beta-N-acetylglucosaminyltransferase	chr7
2342	3956	LGALS1	GAL1|GBP	lectin, galactoside-binding, soluble, 1	chr22
2343	3957	LGALS2	HL14	lectin, galactoside-binding, soluble, 2	chr22
2344	3958	LGALS3	CBP35|GAL3|GALBP|GALIG|L31|LGALS2|MAC2	lectin, galactoside-binding, soluble, 3	chr14
2345	3959	LGALS3BP	90K|BTBD17B|MAC-2-BP|TANGO10B	lectin, galactoside-binding, soluble, 3 binding protein	chr17
2346	3960	LGALS4	GAL4|L36LBP	lectin, galactoside-binding, soluble, 4	chr19
2347	3964	LGALS8	Gal-8|PCTA-1|PCTA1|Po66-CBP	lectin, galactoside-binding, soluble, 8	chr1
2348	3965	LGALS9	HUAT|LGALS9A	lectin, galactoside-binding, soluble, 9	chr17
2349	3973	LHCGR	HHG|LCGR|LGR2|LH/CG-R|LH/CGR|LHR|LHRHR|LSH-R|ULG5	luteinizing hormone/choriogonadotropin receptor	chr2
2350	3975	LHX1	LIM-1|LIM1	LIM homeobox 1	chr17
2351	3976	LIF	CDF|DIA|HILDA|MLPLI	leukemia inhibitory factor	chr22
2352	3977	LIFR	CD118|LIF-R|SJS2|STWS|SWS	leukemia inhibitory factor receptor alpha	chr5
2353	3978	LIG1	-	ligase I, DNA, ATP-dependent	chr19
2354	3980	LIG3	LIG2	ligase III, DNA, ATP-dependent	chr17
2355	3981	LIG4	-	ligase IV, DNA, ATP-dependent	chr13
2356	3982	LIM2	CTRCT19|MP17|MP19	lens intrinsic membrane protein 2, 19kDa	chr19
2357	3983	ABLIM1	ABLIM|LIMAB1|LIMATIN|abLIM-1	actin binding LIM protein 1	chr10
2358	3984	LIMK1	LIMK|LIMK-1	LIM domain kinase 1	chr7
2359	3985	LIMK2	-	LIM domain kinase 2	chr22
2360	3987	LIMS1	PINCH|PINCH-1|PINCH1	LIM and senescent cell antigen-like domains 1	chr2
2361	3988	LIPA	CESD|LAL	lipase A, lysosomal acid, cholesterol esterase	chr10
2362	3990	LIPC	HDLCQ12|HL|HTGL|LIPH	lipase, hepatic	chr15
2363	3991	LIPE	HSL|LHS	lipase, hormone-sensitive	chr19
2364	3992	FADS1	D5D|FADS6|FADSD5|LLCDL1|TU12	fatty acid desaturase 1	chr11
2365	3993	LLGL2	HGL|LGL2	lethal giant larvae homolog 2 (Drosophila)	chr17
2366	3995	FADS3	CYB5RP|LLCDL3	fatty acid desaturase 3	chr11
2367	3996	LLGL1	DLG4|HUGL|HUGL-1|HUGL1|LLGL	lethal giant larvae homolog 1 (Drosophila)	chr17
2368	3998	LMAN1	ERGIC-53|ERGIC53|F5F8D|FMFD1|MCFD1|MR60|gp58	lectin, mannose-binding, 1	chr18
2369	4000	LMNA	CDCD1|CDDC|CMD1A|CMT2B1|EMD2|FPL|FPLD|FPLD2|HGPS|IDC|LDP1|LFP|LGMD1B|LMN1|LMNC|LMNL1|PRO1	lamin A/C	chr1
2370	4001	LMNB1	ADLD|LMN|LMN2|LMNB	lamin B1	chr5
2371	4004	LMO1	RBTN1|RHOM1|TTG1	LIM domain only 1 (rhombotin 1)	chr11
2372	4005	LMO2	RBTN2|RBTNL1|RHOM2|TTG2	LIM domain only 2 (rhombotin-like 1)	chr11
2373	4008	LMO7	FBX20|FBXO20|LOMP	LIM domain 7	chr13
2374	4010	LMX1B	LMX1.2|NPS1	LIM homeobox transcription factor 1, beta	chr9
2375	4012	LNPEP	CAP|IRAP|P-LAP|PLAP	leucyl/cystinyl aminopeptidase	chr5
2376	4014	LOR	-	loricrin	chr1
2377	4015	LOX	-	lysyl oxidase	chr5
2378	4016	LOXL1	LOL|LOXL	lysyl oxidase-like 1	chr15
2379	4017	LOXL2	LOR2|WS9-14	lysyl oxidase-like 2	chr8
2380	4018	LPA	AK38|APOA|LP	lipoprotein, Lp(a)	chr6
2381	4023	LPL	HDLCQ11|LIPD	lipoprotein lipase	chr8
2382	4025	LPO	SPO	lactoperoxidase	chr17
2383	4026	LPP	-	LIM domain containing preferred translocation partner in lipoma	chr3
2384	4033	LRMP	JAW1	lymphoid-restricted membrane protein	chr12
2385	4035	LRP1	A2MR|APOER|APR|CD91|IGFBP3R|LRP|LRP1A|TGFBR5	low density lipoprotein receptor-related protein 1	chr12
2386	4036	LRP2	DBS|GP330	low density lipoprotein receptor-related protein 2	chr2
2387	4037	LRP3	-	low density lipoprotein receptor-related protein 3	chr19
2388	4038	LRP4	CLSS|LRP-4|LRP10|MEGF7|SOST2	low density lipoprotein receptor-related protein 4	chr11
2389	4040	LRP6	ADCAD2	low density lipoprotein receptor-related protein 6	chr12
2390	4041	LRP5	BMND1|EVR1|EVR4|HBM|LR3|LRP7|OPPG|OPS|OPTA1|VBCH2	low density lipoprotein receptor-related protein 5	chr11
2391	4043	LRPAP1	A2MRAP|A2RAP|HBP44|MRAP|RAP	low density lipoprotein receptor-related protein associated protein 1	chr4
2392	4045	LSAMP	IGLON3|LAMP	limbic system-associated membrane protein	chr3
2393	4046	LSP1	WP34|pp52	lymphocyte-specific protein 1	chr11
2394	4047	LSS	OSC	lanosterol synthase (2,3-oxidosqualene-lanosterol cyclase)	chr21
2395	4048	LTA4H	-	leukotriene A4 hydrolase	chr12
2396	4049	LTA	LT|TNFB|TNFSF1	lymphotoxin alpha	chr6
2397	4050	LTB	TNFC|TNFSF3|p33	lymphotoxin beta (TNF superfamily, member 3)	chr6
2398	4052	LTBP1	-	latent transforming growth factor beta binding protein 1	chr2
2399	4053	LTBP2	C14orf141|GLC3D|LTBP3|MSPKA|MSTP031|WMS3	latent transforming growth factor beta binding protein 2	chr14
2400	4054	LTBP3	LTBP-3|LTBP2|STHAG6|pp6425	latent transforming growth factor beta binding protein 3	chr11
2401	4055	LTBR	CD18|D12S370|LT-BETA-R|TNF-R-III|TNFCR|TNFR-RP|TNFR2-RP|TNFR3|TNFRSF3	lymphotoxin beta receptor (TNFR superfamily, member 3)	chr12
2402	4056	LTC4S	-	leukotriene C4 synthase	chr5
2403	4057	LTF	GIG12|HLF2|LF	lactotransferrin	chr3
2404	4058	LTK	TYK1	leukocyte receptor tyrosine kinase	chr15
2405	4059	BCAM	AU|CD239|LU|MSK19	basal cell adhesion molecule (Lutheran blood group)	chr19
2406	4060	LUM	LDC|SLRR2D	lumican	chr12
2407	4061	LY6E	RIG-E|RIGE|SCA-2|SCA2|TSA-1	lymphocyte antigen 6 complex, locus E	chr8
2408	4062	LY6H	NMLY6	lymphocyte antigen 6 complex, locus H	chr8
2409	4063	LY9	CD229|SLAMF3|hly9|mLY9	lymphocyte antigen 9	chr1
2410	4064	CD180	LY64|Ly78|RP105	CD180 molecule	chr5
2411	4065	LY75	CD205|CLEC13B|DEC-205|GP200-MR6|LY-75	lymphocyte antigen 75	chr2
2412	4066	LYL1	bHLHa18	lymphoblastic leukemia derived sequence 1	chr19
2413	4067	LYN	JTK8|p53Lyn|p56Lyn	v-yes-1 Yamaguchi sarcoma viral related oncogene homolog	chr8
2414	4068	SH2D1A	DSHP|EBVS|IMD5|LYP|MTCP1|SAP|SAP/SH2D1A|XLP|XLPD	SH2 domain containing 1A	chrX
2415	4069	LYZ	LZM	lysozyme	chr12
2416	4070	TACSTD2	EGP-1|EGP1|GA733-1|GA7331|GP50|M1S1|TROP2	tumor-associated calcium signal transducer 2	chr1
2417	4071	TM4SF1	H-L6|L6|M3S1|TAAL6	transmembrane 4 L six family member 1	chr3
2418	4074	M6PR	CD-MPR|MPR 46|MPR-46|MPR46|SMPR	mannose-6-phosphate receptor (cation dependent)	chr12
2419	4076	CAPRIN1	GPIAP1|GPIP137|M11S1|RNG105|p137GPI	cell cycle associated protein 1	chr11
2420	4077	NBR1	1A1-3B|M17S2	neighbor of BRCA1 gene 1	chr17
2421	4081	MAB21L1	CAGR1	mab-21-like 1 (C. elegans)	chr13
2422	4082	MARCKS	80K-L|MACS|PKCSL|PRKCSL	myristoylated alanine-rich protein kinase C substrate	chr6
2423	4084	MXD1	BHLHC58|MAD|MAD1	MAX dimerization protein 1	chr2
2424	4085	MAD2L1	HSMAD2|MAD2	MAD2 mitotic arrest deficient-like 1 (yeast)	chr4
2425	4086	SMAD1	BSP-1|BSP1|JV4-1|JV41|MADH1|MADR1	SMAD family member 1	chr4
2426	4087	SMAD2	JV18|JV18-1|MADH2|MADR2|hMAD-2|hSMAD2	SMAD family member 2	chr18
2427	4088	SMAD3	HSPC193|HsT17436|JV15-2|LDS1C|LDS3|MADH3	SMAD family member 3	chr15
2428	4089	SMAD4	DPC4|JIP|MADH4|MYHRS	SMAD family member 4	chr18
2429	4090	SMAD5	DWFC|JV5-1|MADH5	SMAD family member 5	chr5
2430	4091	SMAD6	AOVD2|HsT17432|MADH6|MADH7	SMAD family member 6	chr15
2431	4092	SMAD7	CRCS3|MADH7|MADH8	SMAD family member 7	chr18
2432	4093	SMAD9	MADH6|MADH9|PPH2|SMAD8|SMAD8A|SMAD8B	SMAD family member 9	chr13
2433	4094	MAF	CCA4|c-MAF	v-maf avian musculoaponeurotic fibrosarcoma oncogene homolog	chr16
2434	4097	MAFG	hMAF	v-maf avian musculoaponeurotic fibrosarcoma oncogene homolog G	chr17
2435	4099	MAG	GMA|S-MAG|SIGLEC-4A|SIGLEC4A	myelin associated glycoprotein	chr19
2436	4100	MAGEA1	CT1.1|MAGE1	melanoma antigen family A, 1 (directs expression of antigen MZ2-E)	chrX
2437	4103	MAGEA4	CT1.4|MAGE-41|MAGE-X2|MAGE4|MAGE4A|MAGE4B	melanoma antigen family A, 4	chrX
2438	4104	MAGEA5	CT1.5|MAGE5|MAGEA4	melanoma antigen family A, 5	chrX
2439	4107	MAGEA8	CT1.8|MAGE8	melanoma antigen family A, 8	chrX
2440	4109	MAGEA10	CT1.10|MAGE10	melanoma antigen family A, 10	chrX
2441	4110	MAGEA11	CT1.11|MAGE-11|MAGE11|MAGEA-11	melanoma antigen family A, 11	chrX
2442	4111	MAGEA12	CT1.12|MAGE12	melanoma antigen family A, 12	chrX
2443	4112	MAGEB1	CT3.1|DAM10|MAGE-Xp|MAGEL1	melanoma antigen family B, 1	chrX
2444	4113	MAGEB2	CT3.2|DAM6|MAGE-XP-2	melanoma antigen family B, 2	chrX
2445	4114	MAGEB3	CT3.5	melanoma antigen family B, 3	chrX
2446	4115	MAGEB4	CT3.6	melanoma antigen family B, 4	chrX
2447	4116	MAGOH	MAGOH1|MAGOHA	mago-nashi homolog, proliferation-associated (Drosophila)	chr1
2448	4117	MAK	RP62|dJ417M14.2	male germ cell-associated kinase	chr6
2449	4118	MAL	-	mal, T-cell differentiation protein	chr2
2450	4121	MAN1A1	HUMM3|HUMM9|MAN9	mannosidase, alpha, class 1A, member 1	chr6
2451	4122	MAN2A2	MANA2X	mannosidase, alpha, class 2A, member 2	chr15
2452	4123	MAN2C1	MAN6A8|MANA|MANA1	mannosidase, alpha, class 2C, member 1	chr15
2453	4124	MAN2A1	GOLIM7|MANA2|MANII	mannosidase, alpha, class 2A, member 1	chr5
2454	4125	MAN2B1	LAMAN|MANB	mannosidase, alpha, class 2B, member 1	chr19
2455	4126	MANBA	MANB1	mannosidase, beta A, lysosomal	chr4
2456	4128	MAOA	MAO-A	monoamine oxidase A	chrX
2457	4129	MAOB	-	monoamine oxidase B	chrX
2458	4130	MAP1A	MAP1L|MTAP1A	microtubule-associated protein 1A	chr15
2459	4131	MAP1B	FUTSCH|MAP5	microtubule-associated protein 1B	chr5
2460	4133	MAP2	MAP2A|MAP2B|MAP2C	microtubule-associated protein 2	chr2
2461	4134	MAP4	-	microtubule-associated protein 4	chr3
2462	4137	MAPT	DDPAC|FTDP-17|MAPTL|MSTD|MTBT1|MTBT2|PPND|TAU	microtubule-associated protein tau	chr17
2463	4139	MARK1	MARK|Par-1c|Par1c	MAP/microtubule affinity-regulating kinase 1	chr1
2464	4140	MARK3	CTAK1|KP78|PAR1A|Par-1a	MAP/microtubule affinity-regulating kinase 3	chr14
2465	4141	MARS	METRS|MRS|MTRNS	methionyl-tRNA synthetase	chr12
2466	4142	MAS1	MAS	MAS1 oncogene	chr6
2467	4143	MAT1A	MAT|MATA1|SAMS|SAMS1	methionine adenosyltransferase I, alpha	chr10
2468	4144	MAT2A	MATA2|MATII|SAMS2	methionine adenosyltransferase II, alpha	chr2
2469	4145	MATK	CHK|CTK|HHYLTK|HYL|HYLTK|Lsk	megakaryocyte-associated tyrosine kinase	chr19
2470	4146	MATN1	CMP|CRTM	matrilin 1, cartilage matrix protein	chr1
2471	4147	MATN2	-	matrilin 2	chr8
2472	4148	MATN3	DIPOA|EDM5|HOA|OADIP|OS2	matrilin 3	chr2
2473	4149	MAX	bHLHd4	MYC associated factor X	chr14
2474	4150	MAZ	PUR1|Pur-1|SAF-1|SAF-2|SAF-3|ZF87|ZNF801|Zif87	MYC-associated zinc finger protein (purine-binding transcription factor)	chr16
2475	4151	MB	PVALB	myoglobin	chr22
2476	4152	MBD1	CXXC3|PCM1|RFT	methyl-CpG binding domain protein 1	chr18
2477	4153	MBL2	COLEC1|HSMBPC|MBL|MBL2D|MBP|MBP-C|MBP1|MBPD	mannose-binding lectin (protein C) 2, soluble	chr10
2478	4154	MBNL1	EXP|EXP35|EXP40|EXP42|MBNL	muscleblind-like splicing regulator 1	chr3
2479	4155	MBP	-	myelin basic protein	chr18
2480	4157	MC1R	CMM5|MSH-R|SHEP2	melanocortin 1 receptor (alpha melanocyte stimulating hormone receptor)	chr16
2481	4158	MC2R	ACTHR	melanocortin 2 receptor (adrenocorticotropic hormone)	chr18
2482	4159	MC3R	BMIQ9|MC3|MC3-R|OB20|OQTL	melanocortin 3 receptor	chr20
2483	4161	MC5R	MC2	melanocortin 5 receptor	chr18
2484	4162	MCAM	CD146|MUC18	melanoma cell adhesion molecule	chr11
2485	4163	MCC	MCC1	mutated in colorectal cancers	chr5
2486	4168	MCF2	ARHGEF21|DBL	MCF.2 cell line derived transforming sequence	chrX
2487	4170	MCL1	BCL2L3|EAT|MCL1-ES|MCL1L|MCL1S|Mcl-1|TM|bcl2-L-3|mcl1/EAT	myeloid cell leukemia sequence 1 (BCL2-related)	chr1
2488	4171	MCM2	BM28|CCNL1|CDCL1|D3S3194|MITOTIN|cdc19	minichromosome maintenance complex component 2	chr3
2489	4172	MCM3	HCC5|P1-MCM3|P1.h|RLFB	minichromosome maintenance complex component 3	chr6
2490	4173	MCM4	CDC21|CDC54|NKCD|NKGCD|P1-CDC21|hCdc21	minichromosome maintenance complex component 4	chr8
2491	4174	MCM5	CDC46|P1-CDC46	minichromosome maintenance complex component 5	chr22
2492	4175	MCM6	MCG40308|Mis5|P105MCM	minichromosome maintenance complex component 6	chr2
2493	4176	MCM7	CDC47|MCM2|P1.1-MCM3|P1CDC47|P85MCM|PNAS146	minichromosome maintenance complex component 7	chr7
2494	4179	CD46	AHUS2|MCP|MIC10|TLX|TRA2.10	CD46 molecule, complement regulatory protein	chr1
2495	4184	SMCP	HSMCSGEN1|MCS|MCSP	sperm mitochondria-associated cysteine-rich protein	chr1
2496	4185	ADAM11	MDC	ADAM metallopeptidase domain 11	chr17
2497	4188	MDFI	I-MF|I-mfa	MyoD family inhibitor	chr6
2498	4189	DNAJB9	ERdj4|MDG-1|MDG1|MST049|MSTP049	DnaJ (Hsp40) homolog, subfamily B, member 9	chr7
2499	4190	MDH1	MDH-s|MDHA|MGC:1375|MOR2	malate dehydrogenase 1, NAD (soluble)	chr2
2500	4191	MDH2	M-MDH|MDH|MGC:3559|MOR1	malate dehydrogenase 2, NAD (mitochondrial)	chr7
2501	4192	MDK	ARAP|MK|NEGF2	midkine (neurite growth-promoting factor 2)	chr11
2502	4193	MDM2	ACTFS|HDMX|hdm2	MDM2 oncogene, E3 ubiquitin protein ligase	chr12
2503	4194	MDM4	HDMX|MDMX|MRP1	Mdm4 p53 binding protein homolog (mouse)	chr1
2504	4199	ME1	HUMNDME|MES	malic enzyme 1, NADP(+)-dependent, cytosolic	chr6
2505	4200	ME2	ODS1	malic enzyme 2, NAD(+)-dependent, mitochondrial	chr18
2506	4201	MEA1	HYS|MEA	male-enhanced antigen 1	chr6
2507	4204	MECP2	AUTSX3|MRX16|MRX79|MRXS13|MRXSL|PPMX|RS|RTS|RTT	methyl CpG binding protein 2 (Rett syndrome)	chrX
2508	4205	MEF2A	ADCAD1|RSRFC4|RSRFC9|mef2	myocyte enhancer factor 2A	chr15
2509	4208	MEF2C	C5DELq14.3|DEL5q14.3	myocyte enhancer factor 2C	chr5
2510	4209	MEF2D	-	myocyte enhancer factor 2D	chr1
2511	4210	MEFV	FMF|MEF|TRIM20	Mediterranean fever	chr16
2512	4211	MEIS1	-	Meis homeobox 1	chr2
2513	4212	MEIS2	HsT18361|MRG1	Meis homeobox 2	chr15
2514	4215	MAP3K3	MAPKKK3|MEKK3	mitogen-activated protein kinase kinase kinase 3	chr17
2515	4216	MAP3K4	MAPKKK4|MEKK4|MTK1|PRO0412	mitogen-activated protein kinase kinase kinase 4	chr6
2516	4217	MAP3K5	ASK1|MAPKKK5|MEKK5	mitogen-activated protein kinase kinase kinase 5	chr6
2517	4218	RAB8A	MEL|RAB8	RAB8A, member RAS oncogene family	chr19
2518	4221	MEN1	MEAI|SCG2	multiple endocrine neoplasia I	chr11
2519	4222	MEOX1	KFS2|MOX1	mesenchyme homeobox 1	chr17
2520	4223	MEOX2	GAX|MOX2	mesenchyme homeobox 2	chr7
2521	4224	MEP1A	PPHA	meprin A, alpha (PABA peptide hydrolase)	chr6
2522	4225	MEP1B	-	meprin A, beta	chr18
2523	4232	MEST	PEG1	mesoderm specific transcript	chr7
2524	4233	MET	AUTS9|HGFR|RCCP2|c-Met	met proto-oncogene	chr7
2525	4234	METTL1	C12orf1|TRM8|TRMT8|YDL201w	methyltransferase like 1	chr12
2526	4236	MFAP1	-	microfibrillar-associated protein 1	chr15
2527	4237	MFAP2	MAGP|MAGP-1|MAGP1	microfibrillar-associated protein 2	chr1
2528	4239	MFAP4	-	microfibrillar-associated protein 4	chr17
2529	4240	MFGE8	BA46|EDIL1|HMFG|HsT19888|MFG-E8|MFGM|OAcGD3S|SED1|SPAG10|hP47	milk fat globule-EGF factor 8 protein	chr15
2530	4241	MFI2	CD228|MAP97|MTF1	antigen p97 (melanoma associated) identified by monoclonal antibodies 133.2 and 96.5	chr3
2531	4242	MFNG	-	MFNG O-fucosylpeptide 3-beta-N-acetylglucosaminyltransferase	chr22
2532	4245	MGAT1	GLCNAC-TI|GLCT1|GLYT1|GNT-1|GNT-I|MGAT	mannosyl (alpha-1,3-)-glycoprotein beta-1,2-N-acetylglucosaminyltransferase	chr5
2533	4246	SCGB2A1	LPHC|LPNC|MGB2|UGB3	secretoglobin, family 2A, member 1	chr11
